# eta_L = 1.000000000000000e-22
# eta_B = 0.000000000000000e+00
#	T		Y_L		Y_B		BAU		Ups_L		Ups_B		Y_Leq		Y_Beq
	1.100000000000000e+01		-7.278750377863626e-10		2.226191686144280e-10		3.662470327185446e-10		-6.678750377863626e-10		2.226191686144280e-10		-6.000000000000000e-11		0.000000000000000e-01
	1.104000000000000e+01		-7.335521461740077e-10		2.225807524693590e-10		3.661838315161165e-10		-6.677634544054166e-10		2.225807524693590e-10		-6.578869176859110e-11		0.000000000000000e-01
	1.108000000000000e+01		-7.397766502778510e-10		2.225383806411705e-10		3.661141225308503e-10		-6.676407842008062e-10		2.225383806411705e-10		-7.213586607704477e-11		0.000000000000000e-01
	1.112000000000000e+01		-7.466012996203014e-10		2.224916189497059e-10		3.660371914613004e-10		-6.675058953069169e-10		2.224916189497059e-10		-7.909540431338443e-11		0.000000000000000e-01
	1.116000000000000e+01		-7.540839213078390e-10		2.224399800055407e-10		3.659522364675731e-10		-6.673575350630833e-10		2.224399800055407e-10		-8.672638624475565e-11		0.000000000000000e-01
	1.120000000000000e+01		-7.622879079327243e-10		2.223829155537665e-10		3.658583555755273e-10		-6.671943163850575e-10		2.223829155537665e-10		-9.509359154766681e-11		0.000000000000000e-01
	1.124000000000000e+01		-7.712827522826467e-10		2.223198074918323e-10		3.657545318995704e-10		-6.670147025576842e-10		2.223198074918323e-10		-1.042680497249625e-10		0.000000000000000e-01
	1.128000000000000e+01		-7.811446333630961e-10		2.222499572919937e-10		3.656396162407576e-10		-6.668169902853013e-10		2.222499572919937e-10		-1.143276430777948e-10		0.000000000000000e-01
	1.132000000000000e+01		-7.919570587660690e-10		2.221725734702253e-10		3.655123064709857e-10		-6.665992909148266e-10		2.221725734702253e-10		-1.253577678512424e-10		0.000000000000000e-01
	1.136000000000000e+01		-8.038115688414902e-10		2.220867566919370e-10		3.653711230293209e-10		-6.663595096754238e-10		2.220867566919370e-10		-1.374520591660664e-10		0.000000000000000e-01
	1.140000000000000e+01		-8.168085087240594e-10		2.219914819964260e-10		3.652143796781474e-10		-6.660953228334846e-10		2.219914819964260e-10		-1.507131858905748e-10		0.000000000000000e-01
	1.144000000000000e+01		-8.310578751366407e-10		2.218855774230369e-10		3.650401483395054e-10		-6.658041529363507e-10		2.218855774230369e-10		-1.652537222002900e-10		0.000000000000000e-01
	1.148000000000000e+01		-8.466802453534809e-10		2.217676982566871e-10		3.648462167245251e-10		-6.654831421293600e-10		2.217676982566871e-10		-1.811971032241210e-10		0.000000000000000e-01
	1.152000000000000e+01		-8.638077971065414e-10		2.216362957314901e-10		3.646300368454759e-10		-6.651291242169868e-10		2.216362957314901e-10		-1.986786728895547e-10		0.000000000000000e-01
	1.156000000000000e+01		-8.825854289788955e-10		2.214895788624584e-10		3.643886622223153e-10		-6.647385961168347e-10		2.214895788624584e-10		-2.178468328620608e-10		0.000000000000000e-01
	1.160000000000000e+01		-9.031719926145381e-10		2.213254675659485e-10		3.641186707577148e-10		-6.643076902824397e-10		2.213254675659485e-10		-2.388643023320984e-10		0.000000000000000e-01
	1.164000000000000e+01		-9.257416498251046e-10		2.211415347366185e-10		3.638160694436371e-10		-6.638321504810050e-10		2.211415347366185e-10		-2.619094993440996e-10		0.000000000000000e-01
	1.168000000000000e+01		-9.504853703664472e-10		2.209349341605516e-10		3.634761757659570e-10		-6.633073149728642e-10		2.209349341605516e-10		-2.871780553935830e-10		0.000000000000000e-01
	1.172000000000000e+01		-9.776125895007989e-10		2.207023101812632e-10		3.630934690894213e-10		-6.627281133509353e-10		2.207023101812632e-10		-3.148844761498636e-10		0.000000000000000e-01
	1.176000000000000e+01		-1.007353049500716e-09		2.204396835966482e-10		3.626614029383936e-10		-6.620890870984213e-10		2.204396835966482e-10		-3.452639624022942e-10		0.000000000000000e-01
	1.180000000000000e+01		-1.039958856385205e-09		2.201423063028765e-10		3.621721658609233e-10		-6.613844496970889e-10		2.201423063028765e-10		-3.785744066881159e-10		0.000000000000000e-01
	1.184000000000000e+01		-1.075706793484043e-09		2.198044745103865e-10		3.616163741367537e-10		-6.606082109326808e-10		2.198044745103865e-10		-4.150985825513619e-10		0.000000000000000e-01
	1.188000000000000e+01		-1.114900947888218e-09		2.194192868652823e-10		3.609826738451870e-10		-6.597544028707073e-10		2.194192868652823e-10		-4.551465450175103e-10		0.000000000000000e-01
	1.192000000000000e+01		-1.157875725766747e-09		2.189783295239222e-10		3.602572227583209e-10		-6.588174631051442e-10		2.189783295239222e-10		-4.990582626616026e-10		0.000000000000000e-01
	1.196000000000000e+01		-1.204999353884407e-09		2.184712671134129e-10		3.594230174003187e-10		-6.577928502708607e-10		2.184712671134129e-10		-5.472065036135458e-10		0.000000000000000e-01
	1.200000000000000e+01		-1.256677974520982e-09		2.178853215529589e-10		3.584590356183969e-10		-6.566779745209819e-10		2.178853215529589e-10		-6.000000000000000e-10		0.000000000000000e-01
	1.204000000000000e+01		-1.313360437734161e-09		2.172046314018035e-10		3.573391825993913e-10		-6.554735200482504e-10		2.172046314018035e-10		-6.578869176859110e-10		0.000000000000000e-01
	1.208000000000000e+01		-1.375543826737834e-09		2.164095194328099e-10		3.560310859016299e-10		-6.541851659673861e-10		2.164095194328099e-10		-7.213586607704477e-10		0.000000000000000e-01
	1.212000000000000e+01		-1.443779647481158e-09		2.154757454971045e-10		3.544948662880604e-10		-6.528256043473142e-10		2.154757454971045e-10		-7.909540431338443e-10		0.000000000000000e-01
