# eta_L = 2.600000000000000e-23
# eta_B = 0.000000000000000e+00
# T_R = 1.450125286188353e+13
# T_S = 6.794432215681415e+12
#x_sph = 1.000000000000000e+00
# m_nu = 5.000000000000000e-11
#	T		U_m		U_p
	1.100000000000000e+01		-3.963178688072533e-09		-3.960734194911232e-14
	1.104000000000000e+01		-3.962667054108659e-09		-4.770420312285751e-14
	1.108000000000000e+01		-3.962105866220933e-09		-5.746656178901010e-14
	1.112000000000000e+01		-3.961490304925643e-09		-6.924036419604412e-14
	1.116000000000000e+01		-3.960815078055100e-09		-8.344450683179733e-14
	1.120000000000000e+01		-3.960074373628303e-09		-1.005866518815019e-13
	1.124000000000000e+01		-3.959261807877509e-09		-1.212824534105864e-13
	1.128000000000000e+01		-3.958370367907217e-09		-1.462792818991060e-13
	1.132000000000000e+01		-3.957392348401680e-09		-1.764852432276334e-13
	1.136000000000000e+01		-3.956319281729345e-09		-2.130050903373961e-13
	1.140000000000000e+01		-3.955141860716789e-09		-2.571843521313380e-13
	1.144000000000000e+01		-3.953849853280106e-09		-3.106642394363067e-13
	1.148000000000000e+01		-3.952432008007338e-09		-3.754496207337440e-13
	1.152000000000000e+01		-3.950875949681219e-09		-4.539941082425474e-13
	1.156000000000000e+01		-3.949168063616448e-09		-5.493065756336484e-13
	1.160000000000000e+01		-3.947293367560526e-09		-6.650848979317208e-13
	1.164000000000000e+01		-3.945235369773571e-09		-8.058859608078334e-13
	1.168000000000000e+01		-3.942975911762016e-09		-9.773421213687789e-13
	1.172000000000000e+01		-3.940494994000754e-09		-1.186439027033751e-12
	1.176000000000000e+01		-3.937770582849334e-09		-1.441877599188725e-12
	1.180000000000000e+01		-3.934778396765836e-09		-1.754549967355942e-12
	1.184000000000000e+01		-3.931491669888239e-09		-2.138179298274545e-12
	1.188000000000000e+01		-3.927880891161073e-09		-2.610210152031029e-12
	1.192000000000000e+01		-3.923913517565281e-09		-3.193096221437760e-12
	1.196000000000000e+01		-3.919553661032078e-09		-3.916281520507410e-12
	1.200000000000000e+01		-3.914761750774737e-09		-4.819362705906030e-12
	1.204000000000000e+01		-3.909494177212395e-09		-5.957233051393091e-12
	1.208000000000000e+01		-3.903702931639653e-09		-7.408256740589247e-12
	1.212000000000000e+01		-3.897335268826432e-09		-9.286553964803120e-12
	1.216000000000000e+01		-3.890333438379696e-09		-1.175899687121151e-11
	1.220000000000000e+01		-3.882634553701046e-09		-1.506635363585803e-11
	1.224000000000000e+01		-3.874170690456095e-09		-1.954624387780946e-11
	1.228000000000000e+01		-3.864869322539257e-09		-2.565362592443414e-11
	1.232000000000000e+01		-3.854654205797785e-09		-3.397325479259449e-11
