# eta_L = 0.000000000000000e+00
# eta_B = 1.550000000000000e-23
#	T		Y_L		Y_B		BAU		Ups_L		Ups_B		Y_Leq		Y_Beq
	1.100000000000000e+01		6.467704138164427e-10		-2.250986446918980e-10		-3.703261996731334e-10		6.467704138164427e-10		-2.157986446918980e-10		0.000000000000000e-01		-9.300000000000000e-12
	1.104000000000000e+01		6.480561798442291e-10		-2.264673598875581e-10		-3.725779728792202e-10		6.480561798442291e-10		-2.162701126634265e-10		0.000000000000000e-01		-1.019724722413162e-11
	1.108000000000000e+01		6.494649989608365e-10		-2.279725591960796e-10		-3.750542860548876e-10		6.494649989608365e-10		-2.167914999541377e-10		0.000000000000000e-01		-1.118105924194194e-11
	1.112000000000000e+01		6.510084571722549e-10		-2.296283314058212e-10		-3.777783176935376e-10		6.510084571722549e-10		-2.173685437372466e-10		0.000000000000000e-01		-1.225978766857459e-11
	1.116000000000000e+01		6.526991722716035e-10		-2.314503186887912e-10		-3.807758018733229e-10		6.526991722716035e-10		-2.180077288208541e-10		0.000000000000000e-01		-1.344258986793713e-11
	1.120000000000000e+01		6.545508658127459e-10		-2.334559084583978e-10		-3.840753438963250e-10		6.545508658127459e-10		-2.187164017685095e-10		0.000000000000000e-01		-1.473950668988836e-11
	1.124000000000000e+01		6.565784337476264e-10		-2.356644528409067e-10		-3.877087813570588e-10		6.565784337476264e-10		-2.195029051335375e-10		0.000000000000000e-01		-1.616154770736919e-11
	1.128000000000000e+01		6.587980115601618e-10		-2.380975209229285e-10		-3.917115991332138e-10		6.587980115601618e-10		-2.203767362458703e-10		0.000000000000000e-01		-1.772078467705820e-11
	1.132000000000000e+01		6.612270293992276e-10		-2.407791895846934e-10		-3.961234078566880e-10		6.612270293992276e-10		-2.213487355677508e-10		0.000000000000000e-01		-1.943045401694257e-11
	1.136000000000000e+01		6.638842519656579e-10		-2.437363795748332e-10		-4.009884968147261e-10		6.638842519656579e-10		-2.224313104040929e-10		0.000000000000000e-01		-2.130506917074029e-11
	1.140000000000000e+01		6.667897910919541e-10		-2.469992463979888e-10		-4.063564770276353e-10		6.667897910919541e-10		-2.236387025849497e-10		0.000000000000000e-01		-2.336054381303910e-11
	1.144000000000000e+01		6.699650799076797e-10		-2.506016359528580e-10		-4.122830308521724e-10		6.699650799076797e-10		-2.249873090118130e-10		0.000000000000000e-01		-2.561432694104495e-11
	1.148000000000000e+01		6.734327932006960e-10		-2.545816169733627e-10		-4.188307879393468e-10		6.734327932006960e-10		-2.264960659736240e-10		0.000000000000000e-01		-2.808555099973875e-11
	1.152000000000000e+01		6.772166810338844e-10		-2.589821087825973e-10		-4.260703579982297e-10		6.772166810338844e-10		-2.281869144847163e-10		0.000000000000000e-01		-3.079519429788097e-11
	1.156000000000000e+01		6.813412876684747e-10		-2.638516216881425e-10		-4.340815488742924e-10		6.813412876684747e-10		-2.300853625945231e-10		0.000000000000000e-01		-3.376625909361942e-11
	1.160000000000000e+01		6.858315038031949e-10		-2.692451354802933e-10		-4.429548118309207e-10		6.858315038031949e-10		-2.322211686188180e-10		0.000000000000000e-01		-3.702396686147524e-11
	1.164000000000000e+01		6.907118805421154e-10		-2.752251475459676e-10		-4.527929658780578e-10		6.907118805421154e-10		-2.346291751476322e-10		0.000000000000000e-01		-4.059597239833543e-11
	1.168000000000000e+01		6.960056069542633e-10		-2.818629294299033e-10		-4.637132650326868e-10		6.960056069542633e-10		-2.373503308438980e-10		0.000000000000000e-01		-4.451259858600537e-11
	1.172000000000000e+01		7.017330259506905e-10		-2.892400365244177e-10		-4.758498820195750e-10		7.017330259506905e-10		-2.404329427211888e-10		0.000000000000000e-01		-4.880709380322885e-11
	1.176000000000000e+01		7.079094681083290e-10		-2.974501409468306e-10		-4.893569236716174e-10		7.079094681083290e-10		-2.439342267744750e-10		0.000000000000000e-01		-5.351591417235559e-11
	1.180000000000000e+01		7.145421703972577e-10		-3.066012515575334e-10		-5.044120832434957e-10		7.145421703972577e-10		-2.479222185208754e-10		0.000000000000000e-01		-5.867903303665797e-11
	1.184000000000000e+01		7.216258704645840e-10		-3.168184255656867e-10		-5.212211014720036e-10		7.216258704645840e-10		-2.524781452702256e-10		0.000000000000000e-01		-6.434028029546109e-11
	1.188000000000000e+01		7.291366088204661e-10		-3.282470671492618e-10		-5.400231933764869e-10		7.291366088204661e-10		-2.576993526715477e-10		0.000000000000000e-01		-7.054771447771409e-11
	1.192000000000000e+01		7.370231001030254e-10		-3.410569198843864e-10		-5.610976164955789e-10		7.370231001030254e-10		-2.637028891718380e-10		0.000000000000000e-01		-7.735403071254840e-11
	1.196000000000000e+01		7.451951040455776e-10		-3.554467706011993e-10		-5.847714095435778e-10		7.451951040455776e-10		-2.706297625410997e-10		0.000000000000000e-01		-8.481700806009961e-11
	1.200000000000000e+01		7.535083805657777e-10		-3.716497365879567e-10		-6.114280907755856e-10		7.535083805657777e-10		-2.786497365879567e-10		0.000000000000000e-01		-9.300000000000000e-11
	1.204000000000000e+01		7.617466765518561e-10		-3.899386075669065e-10		-6.415164464616761e-10		7.617466765518561e-10		-2.879661353255903e-10		0.000000000000000e-01		-1.019724722413162e-10
	1.208000000000000e+01		7.696023914805673e-10		-4.106301913575639e-10		-6.755576802545341e-10		7.696023914805673e-10		-2.988195989381445e-10		0.000000000000000e-01		-1.118105924194194e-10
	1.212000000000000e+01		7.766594852986578e-10		-4.340868873438127e-10		-7.141480018149561e-10		7.766594852986578e-10		-3.114890106580668e-10		0.000000000000000e-01		-1.225978766857459e-10
