# eta_L = 1.880000000000000e-21
# eta_B = 0.000000000000000e+00
#	T		Y_L		Y_B		BAU		Ups_L		Ups_B
	1.100000000000000e+01		-2.763298736327087e-09		5.450988168829867e-10		5.978545497357332e-10		-1.635298736327087e-09		5.450988168829867e-10
	1.104000000000000e+01		-2.872111455276641e-09		5.450937350657832e-10		5.978489760902915e-10		-1.635284050027128e-09		5.450937350657832e-10
	1.108000000000000e+01		-2.991421705637505e-09		5.450879569436062e-10		5.978426387501149e-10		-1.635267423389063e-09		5.450879569436062e-10
	1.112000000000000e+01		-3.122242146164825e-09		5.450813641822894e-10		5.978354079284244e-10		-1.635248545073198e-09		5.450813641822894e-10
	1.116000000000000e+01		-3.265683103728350e-09		5.450738131935140e-10		5.978271261401420e-10		-1.635227042326944e-09		5.450738131935140e-10
	1.120000000000000e+01		-3.422961987629689e-09		5.450651285559220e-10		5.978176009862867e-10		-1.635202466533553e-09		5.450651285559220e-10
	1.124000000000000e+01		-3.595413609711886e-09		5.450550944173368e-10		5.978065957240846e-10		-1.635174274882590e-09		5.450550944173368e-10
	1.128000000000000e+01		-3.784501496883430e-09		5.450434431698494e-10		5.977938168460084e-10		-1.635141807020887e-09		5.450434431698494e-10
	1.132000000000000e+01		-3.991830290799981e-09		5.450298404100513e-10		5.977788975844316e-10		-1.635104255196625e-09		5.450298404100513e-10
	1.136000000000000e+01		-4.219159338296857e-09		5.450138647928831e-10		5.977613758156935e-10		-1.635060625974809e-09		5.450138647928831e-10
	1.140000000000000e+01		-4.468417585784181e-09		5.449949808100423e-10		5.977406642039475e-10		-1.635009691041375e-09		5.449949808100423e-10
	1.144000000000000e+01		-4.741719901285242e-09		5.449725016879843e-10		5.977160095083580e-10		-1.634949923919791e-09		5.449725016879843e-10
	1.148000000000000e+01		-5.041384959272527e-09		5.449455383680079e-10		5.976864366253786e-10		-1.634879418659053e-09		5.449455383680079e-10
	1.152000000000000e+01		-5.369954836106384e-09		5.449129287216137e-10		5.976506709534340e-10		-1.634795785782757e-09		5.449129287216137e-10
	1.156000000000000e+01		-5.730216477874020e-09		5.448731385468285e-10		5.976070298074742e-10		-1.634696020067277e-09		5.448731385468285e-10
	1.160000000000000e+01		-6.125225218651513e-09		5.448241219977282e-10		5.975532693405932e-10		-1.634576334808064e-09		5.448241219977282e-10
	1.164000000000000e+01		-6.558330546351060e-09		5.447631235018790e-10		5.974863672906511e-10		-1.634431958681988e-09		5.447631235018790e-10
	1.168000000000000e+01		-7.033204336825728e-09		5.446863953450470e-10		5.974022132322784e-10		-1.634256895426368e-09		5.446863953450470e-10
	1.172000000000000e+01		-7.553871808193511e-09		5.445887940886854e-10		5.972951659348555e-10		-1.634043656576076e-09		5.445887940886854e-10
	1.176000000000000e+01		-8.124745488417724e-09		5.444632051235066e-10		5.971574222232509e-10		-1.633782995254594e-09		5.444632051235066e-10
	1.180000000000000e+01		-8.750662544693601e-09		5.442997288154837e-10		5.969781243574357e-10		-1.633463698957021e-09		5.442997288154837e-10
	1.184000000000000e+01		-9.436925893521364e-09		5.440845483011674e-10		5.967421182508106e-10		-1.633072541555760e-09		5.440845483011674e-10
	1.188000000000000e+01		-1.018934958827692e-08		5.437983975982274e-10		5.964282733214802e-10		-1.632594541947722e-09		5.437983975982274e-10
	1.192000000000000e+01		-1.101430904959337e-08		5.434145741936974e-10		5.960073027348892e-10		-1.632013711555243e-09		5.434145741936974e-10
	1.196000000000000e+01		-1.191879673023816e-08		5.428965115649448e-10		5.954391009886097e-10		-1.631314462303503e-09		5.428965115649448e-10
	1.200000000000000e+01		-1.291048375998937e-08		5.421950560644807e-10		5.946697572487211e-10		-1.630483759989369e-09		5.421950560644807e-10
	1.204000000000000e+01		-1.399778797024167e-08		5.412457747749761e-10		5.936286026537531e-10		-1.629513917746542e-09		5.412457747749761e-10
	1.208000000000000e+01		-1.518994851162484e-08		5.399668114357141e-10		5.922258587334941e-10		-1.628405689140422e-09		5.399668114357141e-10
	1.212000000000000e+01		-1.649710707891431e-08		5.382579488308620e-10		5.903516090533605e-10		-1.627171067998038e-09		5.382579488308620e-10
	1.216000000000000e+01		-1.793039570756279e-08		5.360015396370950e-10		5.878768201512802e-10		-1.625835093548726e-09		5.360015396370950e-10
	1.220000000000000e+01		-1.950203124853198e-08		5.330657924900632e-10		5.846569456361179e-10		-1.624436037570624e-09		5.330657924900632e-10
	1.224000000000000e+01		-2.122541694634183e-08		5.293105537525481e-10		5.805382675266968e-10		-1.623023598048872e-09		5.293105537525481e-10
	1.228000000000000e+01		-2.311525213881131e-08		5.245952616780156e-10		5.753666202349046e-10		-1.621655240185878e-09		5.245952616780156e-10
	1.232000000000000e+01		-2.518765148377657e-08		5.187883244819307e-10		5.689976762651467e-10		-1.620391127743000e-09		5.187883244819307e-10
	1.236000000000000e+01		-2.746027561396476e-08		5.117768509865057e-10		5.613076186099836e-10		-1.619288490744282e-09		5.117768509865057e-10
	1.240000000000000e+01		-2.995247528106260e-08		5.034755656069349e-10		5.522029185462217e-10		-1.618396333634540e-09		5.034755656069349e-10
	1.244000000000000e+01		-3.268545100644238e-08		4.938338608827605e-10		5.416280707240999e-10		-1.617751232787860e-09		4.938338608827605e-10
	1.248000000000000e+01		-3.568243033349005e-08		4.828402319433539e-10		5.295704568090407e-10		-1.617374927355304e-09		4.828402319433539e-10
	1.252000000000000e+01		-3.896886388423022e-08		4.705237586656095e-10		5.160619710854718e-10		-1.617273380993941e-09		4.705237586656095e-10
