# eta_L = 0.000000000000000e+00
# eta_B = 1.300000000000000e-23
# T_R = 1.305112757569517e+14
# T_S = 6.794432215681415e+12
#x_sph = 1.000000000000000e+00
# m_nu = 5.000000000000000e-11
#	T		U_m		U_p
	1.100000000000000e+01		3.929900540908883e-09		-2.237665064020921e-13
	1.104000000000000e+01		3.927300839266785e-09		-2.694117797056327e-13
	1.108000000000000e+01		3.924450210618846e-09		-3.244146011937084e-13
	1.112000000000000e+01		3.921324422981144e-09		-3.907083342146326e-13
	1.116000000000000e+01		3.917896901779144e-09		-4.706312954239236e-13
	1.120000000000000e+01		3.914138502855161e-09		-5.670124386911822e-13
	1.124000000000000e+01		3.910017263368251e-09		-6.832775075460128e-13
	1.128000000000000e+01		3.905498128408712e-09		-8.235770451461578e-13
	1.132000000000000e+01		3.900542650929043e-09		-9.929450983027650e-13
	1.136000000000000e+01		3.895108662349431e-09		-1.197491722825188e-12
	1.140000000000000e+01		3.889149910925230e-09		-1.444642092366414e-12
	1.144000000000000e+01		3.882615664663643e-09		-1.743429680690309e-12
	1.148000000000000e+01		3.875450275242432e-09		-2.104859530038612e-12
	1.152000000000000e+01		3.867592699010727e-09		-2.542359148077657e-12
	1.156000000000000e+01		3.858975970735198e-09		-3.072339470017842e-12
	1.160000000000000e+01		3.849526625287045e-09		-3.714899937122071e-12
	1.164000000000000e+01		3.839164061939033e-09		-4.494712249389501e-12
	1.168000000000000e+01		3.827799845345426e-09		-5.442144019626556e-12
	1.172000000000000e+01		3.815336936599967e-09		-6.594690672355572e-12
	1.176000000000000e+01		3.801668846988013e-09		-7.998827561159584e-12
	1.180000000000000e+01		3.786678706147916e-09		-9.712429021071937e-12
	1.184000000000000e+01		3.770238235294658e-09		-1.180799846953511e-11
	1.188000000000000e+01		3.752206614882286e-09		-1.437710675609510e-11
	1.192000000000000e+01		3.732429234494818e-09		-1.753672807940159e-11
	1.196000000000000e+01		3.710736310686000e-09		-2.143867509930177e-11
	1.200000000000000e+01		3.686941355657731e-09		-2.628408888164671e-11
	1.204000000000000e+01		3.660839475643117e-09		-3.234579117907508e-11
	1.208000000000000e+01		3.632205472180482e-09		-4.000167942976420e-11
	1.212000000000000e+01		3.600791711789034e-09		-4.978145406919681e-11
	1.216000000000000e+01		3.566325720147800e-09		-6.242587081243083e-11
	1.220000000000000e+01		3.528507446905952e-09		-7.895226331937456e-11
	1.224000000000000e+01		3.487006139517299e-09		-1.007128901548505e-10
	1.228000000000000e+01		3.441456761368408e-09		-1.294270218597646e-10
	1.232000000000000e+01		3.391455895887961e-09		-1.671648514279317e-10
	1.236000000000000e+01		3.336557093608406e-09		-2.162656494532533e-10
	1.240000000000000e+01		3.276265645184380e-09		-2.791821693867068e-10
	1.244000000000000e+01		3.210032794318763e-09		-3.582578207746292e-10
	1.248000000000000e+01		3.137249437518290e-09		-4.554575741665077e-10
	1.252000000000000e+01		3.057239378070443e-09		-5.720854165965439e-10
	1.256000000000000e+01		2.969252223481348e-09		-7.085247309223711e-10
	1.260000000000000e+01		2.872455997846545e-09		-8.640379454137523e-10
	1.264000000000000e+01		2.765929540490821e-09		-1.036645775421579e-09
	1.268000000000000e+01		2.648654712037344e-09		-1.223107164634942e-09
	1.272000000000000e+01		2.519508397239188e-09		-1.418989326392383e-09
	1.276000000000000e+01		2.377254252376512e-09		-1.618820193489068e-09
	1.280000000000000e+01		2.220534092854022e-09		-1.816300297557994e-09
	1.284000000000000e+01		2.047858782418836e-09		-2.004548360727390e-09
	1.288000000000000e+01		1.857598463526918e-09		-2.176355622817723e-09
	1.292000000000000e+01		1.647971955383601e-09		-2.324424899087043e-09
	1.296000000000000e+01		1.417035091891503e-09		-2.441582286447118e-09
	1.300000000000000e+01		1.162667778079578e-09		-2.520943509894556e-09
	1.304000000000000e+01		8.825596348564782e-10		-2.556029876687070e-09
	1.308000000000000e+01		5.741940118554472e-10		-2.540843833731272e-09
	1.312000000000000e+01		2.348299917241644e-10		-2.469889516810803e-09
	1.316000000000000e+01		-1.385174586858211e-10		-2.338153820460686e-09
	1.320000000000000e+01		-5.490998164295355e-10		-2.141071661114869e-09
	1.324000000000000e+01		-1.000459713228454e-09		-1.874429115702969e-09
	1.328000000000000e+01		-1.496458227312538e-09		-1.534286119063817e-09
	1.332000000000000e+01		-2.041305457688853e-09		-1.116869350803608e-09
