# eta_L = 0.000000000000000e+00
# eta_B = 1.000000000000000e-24
#	T		Y_L		Y_B		BAU
	1.100000000000000e+01		-5.031313743621208e-09		1.676590972738608e-09		   3.353182e-09
	1.104000000000000e+01		-5.032961216481931e-09		1.677099904333261e-09		   3.354200e-09
	1.108000000000000e+01		-5.034765370755498e-09		1.677659110996256e-09		   3.355318e-09
	1.112000000000000e+01		-5.036740842899981e-09		1.678273687353453e-09		   3.356547e-09
	1.116000000000000e+01		-5.038903577325344e-09		1.678949271081378e-09		   3.357899e-09
	1.120000000000000e+01		-5.041270928654768e-09		1.679692106603311e-09		   3.359384e-09
	1.124000000000000e+01		-5.043861769087333e-09		1.680509117167032e-09		   3.361018e-09
	1.128000000000000e+01		-5.046696598060824e-09		1.681407987333051e-09		   3.362816e-09
	1.132000000000000e+01		-5.049797654809830e-09		1.682397256897404e-09		   3.364795e-09
	1.136000000000000e+01		-5.053189029121323e-09		1.683486429179989e-09		   3.366973e-09
	1.140000000000000e+01		-5.056896769828322e-09		1.684686095356822e-09		   3.369372e-09
	1.144000000000000e+01		-5.060948984816938e-09		1.686008078614834e-09		   3.372016e-09
	1.148000000000000e+01		-5.065375926616986e-09		1.687465602008723e-09		   3.374931e-09
	1.152000000000000e+01		-5.070210057002462e-09		1.689073484334984e-09		   3.378147e-09
	1.156000000000000e+01		-5.075486075809069e-09		1.690848371320060e-09		   3.381697e-09
	1.160000000000000e+01		-5.081240903505533e-09		1.692809008242161e-09		   3.385618e-09
	1.164000000000000e+01		-5.087513588634387e-09		1.694976566527287e-09		   3.389953e-09
	1.168000000000000e+01		-5.094345113758975e-09		1.697375036316661e-09		   3.394750e-09
	1.172000000000000e+01		-5.101778058416688e-09		1.700031702344065e-09		   3.400063e-09
	1.176000000000000e+01		-5.109856043893451e-09		1.702977731954809e-09		   3.405955e-09
	1.180000000000000e+01		-5.118622877709393e-09		1.706248906622156e-09		   3.412498e-09
	1.184000000000000e+01		-5.128121233016074e-09		1.709886555931899e-09		   3.419773e-09
	1.188000000000000e+01		-5.138390590172519e-09		1.713938788737042e-09		   3.427878e-09
	1.192000000000000e+01		-5.149463957555009e-09		1.718462185399333e-09		   3.436924e-09
	1.196000000000000e+01		-5.161362419408608e-09		1.723524269220723e-09		   3.447049e-09
	1.200000000000000e+01		-5.174085891654728e-09		1.729207292717210e-09		   3.458415e-09
	1.204000000000000e+01		-5.187597456314765e-09		1.735614201452352e-09		   3.471228e-09
	1.208000000000000e+01		-5.201797796495718e-09		1.742877903617896e-09		   3.485756e-09
	1.212000000000000e+01		-5.216486105206961e-09		1.751174994647296e-09		   3.502350e-09
	1.216000000000000e+01		-5.231305354473457e-09		1.760744541042869e-09		   3.521489e-09
	1.220000000000000e+01		-5.245673556356569e-09		1.771911229110128e-09		   3.543822e-09
	1.224000000000000e+01		-5.258708319989429e-09		1.785110242748661e-09		   3.570220e-09
	1.228000000000000e+01		-5.269158398671490e-09		1.800909069902707e-09		   3.601818e-09
	1.232000000000000e+01		-5.275360044076645e-09		1.820020057418382e-09		   3.640040e-09
	1.236000000000000e+01		-5.275236790816895e-09		1.843297313019827e-09		   3.686595e-09
	1.240000000000000e+01		-5.266355989011663e-09		1.871713413423490e-09		   3.743427e-09
	1.244000000000000e+01		-5.246046372097331e-09		1.906314531230499e-09		   3.812629e-09
